enabled,personId,eventId,role,note,sourceIds,sort
TRUE,mao_zedong,steam_r4_19350819_86dfae3a,Steam文本提及,,src_steam_longmarch_1934_1936,9228
TRUE,wang_jiaxiang,steam_r4_19350819_86dfae3a,决策或组织活动,,src_steam_longmarch_1934_1936,9229
TRUE,zhang_guotao,steam_r4_19350819_86dfae3a,Steam文本提及,,src_steam_longmarch_1934_1936,9230
TRUE,mao_zedong,steam_r4_19350820_a4366fdb,决策或组织活动,,src_steam_longmarch_1934_1936,9231
TRUE,wang_jiaxiang,steam_r4_19350820_a4366fdb,Steam文本提及,,src_steam_longmarch_1934_1936,9232
TRUE,xu_xiangqian,steam_r4_19350820_a4366fdb,Steam文本提及,,src_steam_longmarch_1934_1936,9233
TRUE,chen_changhao,steam_r4_19350820_a4366fdb,Steam文本提及,,src_steam_longmarch_1934_1936,9234
TRUE,zhu_de,steam_r4_19350821_dc675bf6,Steam文本提及,,src_steam_longmarch_1934_1936,9235
TRUE,xu_xiangqian,steam_r4_19350821_dc675bf6,决策或组织活动,,src_steam_longmarch_1934_1936,9236
TRUE,chen_changhao,steam_r4_19350821_dc675bf6,决策或组织活动,,src_steam_longmarch_1934_1936,9237
TRUE,zhang_guotao,steam_r4_19350821_dc675bf6,Steam文本提及,,src_steam_longmarch_1934_1936,9238
TRUE,mao_zedong,steam_r4_19350801_9b010e2b,Steam文本提及,,src_steam_longmarch_1934_1936,9239
TRUE,xu_xiangqian,steam_r4_19350801_9b010e2b,Steam文本提及,,src_steam_longmarch_1934_1936,9240
TRUE,chen_changhao,steam_r4_19350801_9b010e2b,Steam文本提及,,src_steam_longmarch_1934_1936,9241
TRUE,zhang_guotao,steam_r4_19350801_9b010e2b,Steam文本提及,,src_steam_longmarch_1934_1936,9242
TRUE,zhou_enlai,steam_r4_19350906_e68a7685,决策或组织活动,,src_steam_longmarch_1934_1936,9243
TRUE,xu_xiangqian,steam_r4_19350910_861d25a1,Steam文本提及,,src_steam_longmarch_1934_1936,9244
TRUE,chen_changhao,steam_r4_19350910_861d25a1,率部或指挥行动,,src_steam_longmarch_1934_1936,9245
TRUE,zhang_guotao,steam_r4_19350911_fe6fa941,率部或指挥行动,,src_steam_longmarch_1934_1936,9246
TRUE,peng_dehuai,steam_r4_19350912_7570bd63,Steam文本提及,,src_steam_longmarch_1934_1936,9247
TRUE,zhang_guotao,steam_r4_19350912_7570bd63,决策或组织活动,,src_steam_longmarch_1934_1936,9248
TRUE,zhang_guotao,steam_r4_19350913_74eef5fc,Steam文本提及,,src_steam_longmarch_1934_1936,9249
TRUE,xu_xiangqian,steam_r4_19350915_17f118d4,率部或指挥行动,,src_steam_longmarch_1934_1936,9250
TRUE,chen_changhao,steam_r4_19350915_17f118d4,率部或指挥行动,,src_steam_longmarch_1934_1936,9251
TRUE,zhang_guotao,steam_r4_19350915_17f118d4,决策或组织活动,,src_steam_longmarch_1934_1936,9252
TRUE,zhang_guotao,steam_r4_19350917_11d161db,决策或组织活动,,src_steam_longmarch_1934_1936,9253
TRUE,xu_xiangqian,steam_r4_19351007_509f379b,率部或指挥行动,,src_steam_longmarch_1934_1936,9254
TRUE,chen_changhao,steam_r4_19351007_509f379b,率部或指挥行动,,src_steam_longmarch_1934_1936,9255
TRUE,zhang_guotao,steam_r4_19351007_509f379b,Steam文本提及,,src_steam_longmarch_1934_1936,9256
TRUE,liu_wenhui,steam_r4_19351020_b30acd89,Steam文本提及,,src_steam_longmarch_1934_1936,9257
TRUE,xu_xiangqian,steam_r4_19351112_3e860ed8,Steam文本提及,,src_steam_longmarch_1934_1936,9258
TRUE,chen_changhao,steam_r4_19351112_3e860ed8,Steam文本提及,,src_steam_longmarch_1934_1936,9259
TRUE,zhang_guotao,steam_r4_19360128_6960ab2a,Steam文本提及,,src_steam_longmarch_1934_1936,9260
TRUE,zhu_de,steam_r4_19360427_fe081696,决策或组织活动,,src_steam_longmarch_1934_1936,9261
TRUE,he_long,steam_r4_19360427_fe081696,率部或指挥行动,,src_steam_longmarch_1934_1936,9262
TRUE,ren_bishi,steam_r4_19360427_fe081696,Steam文本提及,,src_steam_longmarch_1934_1936,9263
TRUE,xu_xiangqian,steam_r4_19360427_fe081696,Steam文本提及,,src_steam_longmarch_1934_1936,9264
TRUE,zhang_guotao,steam_r4_19360427_fe081696,决策或组织活动,,src_steam_longmarch_1934_1936,9265
TRUE,guan_xiangying,steam_r4_19360427_fe081696,率部或指挥行动,,src_steam_longmarch_1934_1936,9266
TRUE,mao_zedong,steam_r4_19360625_7791aca4,Steam文本提及,,src_steam_longmarch_1934_1936,9267
TRUE,zhou_enlai,steam_r4_19360625_7791aca4,决策或组织活动,,src_steam_longmarch_1934_1936,9268
TRUE,zhu_de,steam_r4_19360625_7791aca4,Steam文本提及,,src_steam_longmarch_1934_1936,9269
TRUE,peng_dehuai,steam_r4_19360625_7791aca4,决策或组织活动,,src_steam_longmarch_1934_1936,9270
TRUE,zhang_guotao,steam_r4_19360625_7791aca4,Steam文本提及,,src_steam_longmarch_1934_1936,9271
TRUE,xu_xiangqian,steam_r4_19360701_f441f9e0,率部或指挥行动,,src_steam_longmarch_1934_1936,9272
TRUE,he_long,steam_r4_19360714_25149dc1,率部或指挥行动,,src_steam_longmarch_1934_1936,9273
TRUE,ren_bishi,steam_r4_19360730_4557afac,Steam文本提及,,src_steam_longmarch_1934_1936,9274
TRUE,xu_xiangqian,steam_r4_19360730_4557afac,Steam文本提及,,src_steam_longmarch_1934_1936,9275
TRUE,zhu_de,steam_r4_19360805_a714d9cb,Steam文本提及,,src_steam_longmarch_1934_1936,9276
TRUE,xu_xiangqian,steam_r4_19360805_a714d9cb,担任司令员,,src_steam_longmarch_1934_1936,9277
TRUE,chen_changhao,steam_r4_19360805_a714d9cb,担任政治委员,,src_steam_longmarch_1934_1936,9278
TRUE,mao_zedong,steam_r4_19360914_37586873,决策或组织活动,,src_steam_longmarch_1934_1936,9279
TRUE,zhou_enlai,steam_r4_19360914_37586873,决策或组织活动,,src_steam_longmarch_1934_1936,9280
TRUE,zhu_de,steam_r4_19360914_37586873,Steam文本提及,,src_steam_longmarch_1934_1936,9281
TRUE,ren_bishi,steam_r4_19360914_37586873,Steam文本提及,,src_steam_longmarch_1934_1936,9282
TRUE,zhang_wentian,steam_r4_19360914_37586873,Steam文本提及,,src_steam_longmarch_1934_1936,9283
TRUE,zhang_guotao,steam_r4_19360914_37586873,Steam文本提及,,src_steam_longmarch_1934_1936,9284
TRUE,zhu_de,steam_r4_19360918_d283ec43,Steam文本提及,,src_steam_longmarch_1934_1936,9285
TRUE,chen_changhao,steam_r4_19360918_d283ec43,Steam文本提及,,src_steam_longmarch_1934_1936,9286
TRUE,zhang_guotao,steam_r4_19360918_d283ec43,Steam文本提及,,src_steam_longmarch_1934_1936,9287
TRUE,xu_xiangqian,steam_r4_19361010_86a05ab4,率部或指挥行动,,src_steam_longmarch_1934_1936,9288
TRUE,chen_changhao,steam_r4_19361010_86a05ab4,Steam文本提及,,src_steam_longmarch_1934_1936,9289
TRUE,he_long,steam_r2_19341205_f39cbe8b,Steam文本提及,,src_steam_longmarch_1934_1936,9290
TRUE,xiao_ke,steam_r2_19341205_f39cbe8b,率部或指挥行动,,src_steam_longmarch_1934_1936,9291
TRUE,guan_xiangying,steam_r2_19341205_f39cbe8b,率部或指挥行动,,src_steam_longmarch_1934_1936,9292
TRUE,he_jian,steam_r2_19341205_f39cbe8b,Steam文本提及,,src_steam_longmarch_1934_1936,9293
TRUE,chen_quzhen,steam_r2_19341205_f39cbe8b,Steam文本提及,,src_steam_longmarch_1934_1936,9294
TRUE,liao_huaizhong,steam_r2_19341205_f39cbe8b,Steam文本提及,,src_steam_longmarch_1934_1936,9295
TRUE,dai_jitao,steam_r2_19341205_f39cbe8b,Steam文本提及,,src_steam_longmarch_1934_1936,9296
TRUE,zhou_xieqing,steam_r2_19341205_f39cbe8b,Steam文本提及,,src_steam_longmarch_1934_1936,9297
TRUE,xia_xi,steam_r2_19350127_38a6ab31,Steam文本提及,,src_steam_longmarch_1934_1936,9298
TRUE,he_long,steam_r2_19350211_360892c2,担任主席,,src_steam_longmarch_1934_1936,9299
TRUE,ren_bishi,steam_r2_19350211_360892c2,Steam文本提及,,src_steam_longmarch_1934_1936,9300
TRUE,xiao_ke,steam_r2_19350211_360892c2,担任委员,,src_steam_longmarch_1934_1936,9301
TRUE,wang_zhen,steam_r2_19350211_360892c2,担任委员,,src_steam_longmarch_1934_1936,9302
TRUE,guan_xiangying,steam_r2_19350211_360892c2,Steam文本提及,,src_steam_longmarch_1934_1936,9303
TRUE,xia_xi,steam_r2_19350211_360892c2,Steam文本提及,,src_steam_longmarch_1934_1936,9304
TRUE,he_jian,steam_r2_19350228_35e56b9a,Steam文本提及,,src_steam_longmarch_1934_1936,9305
TRUE,he_long,steam_r2_19350415_0cfa8218,Steam文本提及,,src_steam_longmarch_1934_1936,9306
TRUE,ren_bishi,steam_r2_19350415_0cfa8218,决策或组织活动,,src_steam_longmarch_1934_1936,9307
TRUE,wang_zhen,steam_r2_19350415_0cfa8218,决策或组织活动,,src_steam_longmarch_1934_1936,9308
TRUE,guan_xiangying,steam_r2_19350415_0cfa8218,决策或组织活动,,src_steam_longmarch_1934_1936,9309
TRUE,he_jian,steam_r2_19350401_2a5f812d,Steam文本提及,,src_steam_longmarch_1934_1936,9310
TRUE,he_long,steam_r2_19360303_ca3604b9,Steam文本提及,,src_steam_longmarch_1934_1936,9311
TRUE,ren_bishi,steam_r2_19360303_ca3604b9,Steam文本提及,,src_steam_longmarch_1934_1936,9312
TRUE,xu_xiangqian,steam_r2_19360701_ce6c61d5,率部或指挥行动,,src_steam_longmarch_1934_1936,9313
TRUE,he_long,steam_r2_19360714_c77f41eb,率部或指挥行动,,src_steam_longmarch_1934_1936,9314
TRUE,zhu_de,steam_r2_19360805_fc5a9936,Steam文本提及,,src_steam_longmarch_1934_1936,9315
TRUE,xu_xiangqian,steam_r2_19360805_fc5a9936,担任司令员,,src_steam_longmarch_1934_1936,9316
TRUE,chen_changhao,steam_r2_19360805_fc5a9936,担任政治委员,,src_steam_longmarch_1934_1936,9317
TRUE,he_long,steam_r2_19360801_5231f9b1,Steam文本提及,,src_steam_longmarch_1934_1936,9318
TRUE,xiao_ke,steam_r2_19360801_5231f9b1,率部或指挥行动,,src_steam_longmarch_1934_1936,9319
TRUE,guan_xiangying,steam_r2_19360801_5231f9b1,率部或指挥行动,,src_steam_longmarch_1934_1936,9320
TRUE,he_long,steam_r2_19360907_b93d8d48,Steam文本提及,,src_steam_longmarch_1934_1936,9321
TRUE,ren_bishi,steam_r2_19360907_b93d8d48,Steam文本提及,,src_steam_longmarch_1934_1936,9322
TRUE,guan_xiangying,steam_r2_19360907_b93d8d48,Steam文本提及,,src_steam_longmarch_1934_1936,9323
TRUE,mao_zedong,steam_r2_19360914_26cdb46d,决策或组织活动,,src_steam_longmarch_1934_1936,9324
TRUE,zhou_enlai,steam_r2_19360914_26cdb46d,决策或组织活动,,src_steam_longmarch_1934_1936,9325
TRUE,zhu_de,steam_r2_19360914_26cdb46d,Steam文本提及,,src_steam_longmarch_1934_1936,9326
TRUE,ren_bishi,steam_r2_19360914_26cdb46d,Steam文本提及,,src_steam_longmarch_1934_1936,9327
TRUE,zhang_wentian,steam_r2_19360914_26cdb46d,Steam文本提及,,src_steam_longmarch_1934_1936,9328
TRUE,zhang_guotao,steam_r2_19360914_26cdb46d,Steam文本提及,,src_steam_longmarch_1934_1936,9329
TRUE,ren_bishi,steam_r2_19341026_bed31daa,Steam文本提及,,src_steam_longmarch_1934_1936,9330
TRUE,xiao_ke,steam_r2_19341026_bed31daa,Steam文本提及,,src_steam_longmarch_1934_1936,9331
TRUE,wang_zhen,steam_r2_19341026_bed31daa,Steam文本提及,,src_steam_longmarch_1934_1936,9332
TRUE,guan_xiangying,steam_r2_19341026_bed31daa,Steam文本提及,,src_steam_longmarch_1934_1936,9333
TRUE,chen_quzhen,steam_r2_19341117_f6e8ba98,Steam文本提及,,src_steam_longmarch_1934_1936,9334
TRUE,wu_huanxian,steam_r25_19331002_e8a39e9a,率部或指挥行动,,src_steam_longmarch_1934_1936,9335
TRUE,dai_jiying,steam_r25_19331002_e8a39e9a,率部或指挥行动,,src_steam_longmarch_1934_1936,9336
TRUE,xu_haidong,steam_r25_19331016_9f961614,率部或指挥行动,,src_steam_longmarch_1934_1936,9337
TRUE,zhou_enlai,steam_r25_19341111_6bb7d2f0,Steam文本提及,,src_steam_longmarch_1934_1936,9338
TRUE,zheng_weisan,steam_r25_19341111_6bb7d2f0,Steam文本提及,,src_steam_longmarch_1934_1936,9339
TRUE,wu_huanxian,steam_r25_19341116_a1866006,Steam文本提及,,src_steam_longmarch_1934_1936,9340
TRUE,xu_haidong,steam_r25_19341116_a1866006,率部或指挥行动,,src_steam_longmarch_1934_1936,9341
TRUE,cheng_zihua,steam_r25_19341116_a1866006,Steam文本提及,,src_steam_longmarch_1934_1936,9342
TRUE,xu_haidong,steam_r25_19341128_bb9dcee8,决策或组织活动,,src_steam_longmarch_1934_1936,9343
TRUE,wu_huanxian,steam_r25_19350715_989523ae,Steam文本提及,,src_steam_longmarch_1934_1936,9344
TRUE,xu_haidong,steam_r25_19350904_cb1e11f2,Steam文本提及,,src_steam_longmarch_1934_1936,9345
TRUE,xu_haidong,steam_r25_19350907_0bb1fca6,担任军长,,src_steam_longmarch_1934_1936,9346
TRUE,cheng_zihua,steam_r25_19350907_0bb1fca6,Steam文本提及,,src_steam_longmarch_1934_1936,9347
TRUE,dai_jiying,steam_r25_19350907_0bb1fca6,担任参谋长,,src_steam_longmarch_1934_1936,9348
